Make,baseModel,Model
lamborghini,huracan,huracan
lamborghini,huracan,huracan 2wd
lamborghini,huracan,huracan coupe
lamborghini,huracan,huracan coupe 2wd
lamborghini,huracan,huracan coupe rwd
lamborghini,huracan,huracan spyder
lamborghini,huracan,huracan spyder 2wd
lamborghini,huracan,huracan spyder rwd
lamborghini,huracan,huracan sterrato
lamborghini,murcielago,l-147 murcielago
lamborghini,murcielago,l-147/148 murcielago
lamborghini,murcielago,murcielago
lamborghini,murcielago,murcielago reventon
lamborghini,murcielago,murcielago reventon roadster
lamborghini,murcielago,murcielago roadster
lamborghini,urus,urus
lamborghini,urus,urus performante
lamborghini,urus,urus s
lamborghini,veneno,veneno roadster
land rover,defender,defender 110
land rover,defender,defender 130
land rover,defender,defender 90
land rover,discovery,discovery
land rover,evoque,evoque
land rover,freelander,freelander
land rover,lr2,lr2
land rover,lr3,lr3
land rover,lr4,lr4
land rover,range rover,range rover
lexus,ct,ct 200h
lexus,es,es 250
lexus,es,es 250 awd
lexus,es,es 300
lexus,es,es 300h
lexus,es,es 330
lexus,es,es 350
lexus,es,es 350 f sport
lexus,gs,gs 200t
lexus,gs,gs 200t f sport
lexus,gs,gs 300
lexus,gs,gs 300 4wd
lexus,gs,gs 300 f sport
lexus,gs,gs 300/gs 400
lexus,gs,gs 300/gs 430
lexus,gs,gs 350
lexus,gs,gs 350 awd
lexus,gs,gs 350 f sport
lexus,gs,gs 430
lexus,gs,gs 450h
lexus,gs,gs 460
lexus,gs,gs f
lexus,gs,gs300
lexus,gx,gx 460
lexus,gx,gx 470
lexus,gx,gx 550
lexus,hs,hs 250h
lexus,is,is 200t
lexus,is,is 250
lexus,is,is 250 awd
lexus,is,is 250 c
lexus,is,is 250/is 250c
lexus,is,is 300
lexus,is,is 300 awd
lexus,is,is 350
lexus,is,is 350 awd
lexus,is,is 350 c
lexus,is,is 350/is 350c
lexus,is,is 500
lexus,is f,is f
lexus,lc,lc 500
lexus,lc,lc 500 convertible
lexus,lc,lc 500h
lexus,lfa,lfa
lexus,ls,ls 400
lexus,ls,ls 430
lexus,ls,ls 460
lexus,ls,ls 460 awd
lexus,ls,ls 460 l
lexus,ls,ls 460 l awd
lexus,ls,ls 500
lexus,ls,ls 500 awd
lexus,ls,ls 500h
lexus,ls,ls 500h awd
lexus,ls,ls 600h l
lexus,lx,lx 450
lexus,lx,lx 470
lexus,lx,lx 570
lexus,lx,lx 600
lexus,nx,nx 200t
lexus,nx,nx 200t awd
lexus,nx,nx 200t awd f sport
lexus,nx,nx 250
lexus,nx,nx 250 awd
lexus,nx,nx 300
lexus,nx,nx 300 awd
lexus,nx,nx 300 awd f sport
lexus,nx,nx 300h
lexus,nx,nx 300h awd
lexus,nx,nx 350 awd
lexus,nx,nx 350 awd f sport
lexus,nx,nx 350h awd
lexus,nx,nx 450h plus awd
lexus,rc,rc 200t
lexus,rc,rc 300
lexus,rc,rc 300 awd
lexus,rc,rc 350
lexus,rc,rc 350 awd
lexus,rc,rc f
lexus,rc f,rc f
lexus,rx,rx 300
lexus,rx,rx 300 4wd
lexus,rx,rx 330 2wd
lexus,rx,rx 330 4wd
lexus,rx,rx 350
lexus,rx,rx 350 2wd
lexus,rx,rx 350 4wd
lexus,rx,rx 350 awd
lexus,rx,rx 350 l
lexus,rx,rx 350 l awd
lexus,rx,rx 350h awd
lexus,rx,rx 400h 2wd
lexus,rx,rx 400h 4wd
lexus,rx,rx 450h
lexus,rx,rx 450h awd
lexus,rx,rx 450h l awd
lexus,rx,rx 500h awd
lexus,rz,rz 300e (18 inch wheels)
lexus,rz,rz 300e (20 inch wheels)
lexus,rz,rz 450e awd (18 inch wheels)
lexus,rz,rz 450e awd (20 inch wheels)
lexus,sc,sc
lexus,sc,sc 300/sc 400
lexus,sc,sc 300/sc 430
lexus,sc,sc 430
lexus,tx,tx 350
lexus,tx,tx 350 awd
lexus,tx,tx 500h awd
lexus,ux,ux 200
lexus,ux,ux 250h
lexus,ux,ux 250h awd
lexus,ux,ux 300h
lexus,ux,ux 300h awd
lincoln,aviator,aviator 2wd
lincoln,aviator,aviator 4wd
lincoln,aviator,aviator awd
lincoln,aviator,aviator phev awd
lincoln,aviator,aviator rwd
lincoln,blackwood,blackwood 2wd
lincoln,continental,continental
lincoln,continental,continental  awd
lincoln,continental,continental  fwd
lincoln,continental,continental coach
lincoln,corsair,corsair awd
lincoln,corsair,corsair awd phev
lincoln,corsair,corsair fwd
lincoln,ls,ls
lincoln,mark lt,mark lt
lincoln,mark lt,mark lt 4wd
lincoln,mark vii,mark vii
lincoln,mark viii,mark viii
lincoln,mkc,mkc awd
lincoln,mkc,mkc fwd
lincoln,mks,mks awd
lincoln,mks,mks fwd
lincoln,mkt,mkt awd
lincoln,mkt,mkt fwd
lincoln,mkt,mkt hearse awd
lincoln,mkt,mkt limo awd
lincoln,mkt,mkt livery awd
lincoln,mkt,mkt livery fwd
lincoln,mkx,mkx awd
lincoln,mkx,mkx fwd
lincoln,mkz,mkz awd
lincoln,mkz,mkz fwd
lincoln,mkz,mkz hybrid fwd
lincoln,nautilus,nautilus awd
lincoln,nautilus,nautilus fwd
lincoln,nautilus,nautilus hev awd
lincoln,navigator,navigator 2wd
lincoln,navigator,navigator 2wd ffv
lincoln,navigator,navigator 4wd
lincoln,navigator,navigator 4wd ffv
lincoln,navigator,navigator l 2wd
lincoln,navigator,navigator l 4wd
lincoln,navigator,navigator limo. 2wd ffv
lincoln,town car,town car
lincoln,town car,town car ffv
lincoln,zephyr,zephyr
london coach co inc,london taxi,london taxi
london taxi,london taxi,london taxi
lordstown,endurance,endurance
lotus,elan,elan
lotus,elise/exige,elise/exige
lotus,emira,emira
lotus,esprit,98 esprit v8
lotus,esprit,esprit
lotus,esprit,esprit turbo
lotus,esprit,esprit turbo hc pi
lotus,esprit,esprit v8
lotus,evora,evora
lotus,evora,evora gt
lucid,air,air dream p awd w/19 inch wheels
lucid,air,air dream p awd w/21 inch wheels
lucid,air,air dream r awd w/19 inch wheels
lucid,air,air dream r awd w/21 inch wheels
lucid,air,air g touring awd w/19 inch wheels
lucid,air,air g touring awd w/21 inch wheels
lucid,air,air g touring xr awd with 19 inch wheels
lucid,air,air g touring xr awd with 20 inch wheels
lucid,air,air g touring xr awd with 21 inch wheels
lucid,air,air g touring xr awd with19 inch wheels
lucid,air,air gt p awd with 21 inch wheels
lucid,air,air pure awd with 19 inch wheels
lucid,air,air pure awd with 20 inch wheels
lucid,air,air pure rwd with 19 inch wheels
lucid,air,air pure rwd with 20 inch wheels
lucid,air,air sapphire awd
lucid,air,air touring awd with 19 inch wheels
lucid,air,air touring awd with 20 inch wheels
lucid,air,air touring awd with 21 inch wheels
lucid,air,air touring awd with 21inch wheels
mahindra,tr40,tr40
maserati,222e,222e
maserati,225,225
maserati,228,228
maserati,430,430
maserati,biturbo,biturbo
maserati,biturbo,biturbo 425
maserati,biturbo spyder,biturbo spyder
maserati,coupe and gransport,coupe and gransport
maserati,coupe cambiocorsa/coupe gt,coupe cambiocorsa/coupe gt
maserati,coupe cambiocorsa/gt/g-sport,coupe cambiocorsa/gt/g-sport
maserati,ghibli,ghibli
maserati,ghibli,ghibli  s rwd
maserati,ghibli,ghibli  v6 rwd
maserati,ghibli,ghibli gt
maserati,ghibli,ghibli modena awd
maserati,ghibli,ghibli modena rwd
maserati,ghibli,ghibli s
maserati,ghibli,ghibli s rwd
maserati,ghibli,ghibli sq4
maserati,ghibli,ghibli trofeo
maserati,ghibli,ghibli v6
maserati,ghibli,ghibli v6 awd
maserati,ghibli,ghibli v6 sq4
maserati,ghibli,ghibli v6 sq4 awd
maserati,grancabrio,grancabrio folgore
maserati,grancabrio,grancabrio trofeo
maserati,granturismo,granturismo
maserati,granturismo,granturismo convertible
maserati,granturismo,granturismo folgore
maserati,granturismo,granturismo modena
maserati,granturismo,granturismo trofeo
maserati,grecale,grecale gt
maserati,grecale,grecale modena
maserati,grecale,grecale trofeo
maserati,karif,karif
maserati,levante,levante
maserati,levante,levante gt
maserati,levante,levante gts
maserati,levante,levante modena
maserati,levante,levante modena v8
maserati,levante,levante s
maserati,levante,levante trofeo
maserati,mc20,mc20
maserati,mc20,mc20 spyder
maserati,q,q
maserati,quattroporte,quattroporte
maserati,quattroporte,quattroporte gt
maserati,quattroporte,quattroporte gts
maserati,quattroporte,quattroporte modena awd
maserati,quattroporte,quattroporte modena rwd
maserati,quattroporte,quattroporte s
maserati,quattroporte,quattroporte sq4
maserati,quattroporte,quattroporte sq4 v6
maserati,quattroporte,quattroporte trofeo
maserati,quattroporte,quattroporte v8
maserati,quattroporte,quattroporte/qp sport gt
maserati,spyder,spider cambiocorsa/spider gt
maserati,spyder,spyder
maserati,spyder,spyder cambiocorsa/gt/90 anv
maybach,57,57
maybach,57,57 zeppelin
maybach,57,57s
maybach,62,62
maybach,62,62s
maybach,landaulet,landaulet
mazda,2,2
mazda,3,3
mazda,323,323
mazda,5,5
mazda,6,6
mazda,626,626
mazda,929,929
mazda,axela,axela
mazda,b pickup,biante
mazda,b pickup,2500
mazda,b pickup,b2000
mazda,b pickup,b2200
mazda,b pickup,b2300
mazda,b pickup,b2500
mazda,b pickup,b2600
mazda,b pickup,b3000
mazda,b pickup,b4000
mazda,cx-3,cx-3
mazda,cx-30,cx-30
mazda,cx-5,cx-5
mazda,cx-50,cx-50
mazda,cx-7,cx-7
mazda,cx-8,cx-8
mazda,cx-9,cx-9
mazda,cx-90,cx-90
mazda,glc,glc
mazda,millenia,millenia
mazda,mpv,mpv
mazda,mx-3,mx-3
mazda,mx-30,mx-30
mazda,mx-5,mx-5
mazda,mx-6,mx-6
mazda,navajo,navajo
mazda,protege,protege
mazda,rx-7,rx-7
mazda,rx-8,rx-8
mazda,speed 3,speed 3
mazda,tribute,tribute
mcevoy motors,240 dl/240 gl sedan,240 dl/240 gl sedan
mcevoy motors,240 dl/240 gl wagon,240 dl/240 gl wagon
mcevoy motors,740 gle sedan,740 gle sedan
mcevoy motors,740 gle wagon,740 gle wagon
mclaren automotive,540c coupe,540c coupe
mclaren automotive,570gt,570gt
mclaren automotive,570s coupe,570s coupe
mclaren automotive,570s spider,570s spider
mclaren automotive,600lt coupe,600lt coupe
mclaren automotive,600lt spider,600lt spider
mclaren automotive,620r coupe,620r coupe
mclaren automotive,650s can-am,650s can-am
mclaren automotive,650s coupe,650s coupe
mclaren automotive,650s spider,650s spider
mclaren automotive,675lt coupe,675lt coupe
mclaren automotive,675lt spider,675lt spider
mclaren automotive,720s coupe,720s coupe
mclaren automotive,720s coupe,720s coupe lm
mclaren automotive,720s spider,720s spider
mclaren automotive,765lt coupe,765lt coupe
mclaren automotive,765lt spider,765lt spider
mclaren automotive,artura,artura
mclaren automotive,elva,elva
mclaren automotive,gt,gt
mclaren automotive,mp4-12c coupe,mp4-12c coupe
mclaren automotive,mp4-12c spider,mp4-12c spider
mclaren automotive,mso hs,mso hs
mclaren automotive,p1,p1
mclaren automotive,sabre,sabre
mclaren automotive,senna,senna
mclaren automotive,speedtail,speedtail
mercedes-benz,190,190
mercedes-benz,190,190 d 2.2/190 e 2.3
mercedes-benz,190,190d 2.5
mercedes-benz,190,190d 2.5 turbo
mercedes-benz,190,190e
mercedes-benz,190,190e 2.3
mercedes-benz,190,190e 2.3-16
mercedes-benz,190,190e 2.6
mercedes-benz,200,200e
mercedes-benz,230,230ce
mercedes-benz,230,230e
mercedes-benz,230,230te
mercedes-benz,260,260e
mercedes-benz,300,300ce
mercedes-benz,300,300d
mercedes-benz,300,300d 2.5 turbo
mercedes-benz,300,300d/300cd
mercedes-benz,300,e300e
mercedes-benz,300,c300e
mercedes-benz,300,300sd
mercedes-benz,300,300sd/380se
mercedes-benz,300,300sdl
mercedes-benz,300,300se
mercedes-benz,300,300sel
mercedes-benz,300,300sl
mercedes-benz,300,300td
mercedes-benz,300,300te
mercedes-benz,300,300te 4matic
mercedes-benz,350,350sd turbo
mercedes-benz,350,350sdl turbo
mercedes-benz,380,380se
mercedes-benz,380,380sl
mercedes-benz,400,400e
mercedes-benz,400,400se
mercedes-benz,400,400sel
mercedes-benz,420,420 se
mercedes-benz,420,420se
mercedes-benz,420,420sel
mercedes-benz,500,500e
mercedes-benz,500,500se
mercedes-benz,500,500sec
mercedes-benz,500,500sel
mercedes-benz,500,500sel 5.0l
mercedes-benz,500,500sel 5.6l
mercedes-benz,500,500sl
mercedes-benz,560,560se
mercedes-benz,560,560sec
mercedes-benz,560,560sel
mercedes-benz,560,560sl
mercedes-benz,600,600sel
mercedes-benz,600,600sel/sec
mercedes-benz,600,600sl
mercedes-benz,a-class,a220
mercedes-benz,a-class,a220 4matic
mercedes-benz,a-class,amg a35 4matic
mercedes-benz,amg gt,amg gt
mercedes-benz,amg gt,amg gt 43 4matic plus
mercedes-benz,amg gt,amg gt 53 4matic plus
mercedes-benz,amg gt,amg gt 55 4matic plus (coupe)
mercedes-benz,amg gt,amg gt 63 4matic plus
mercedes-benz,amg gt,amg gt 63 4matic plus (coupe)
mercedes-benz,amg gt,amg gt 63 s 4matic plus
mercedes-benz,amg gt,amg gt black series
mercedes-benz,amg gt,amg gt c coupe
mercedes-benz,amg gt,amg gt c roadster
mercedes-benz,amg gt,amg gt coupe
mercedes-benz,amg gt,amg gt r coupe
mercedes-benz,amg gt,amg gt r roadster
mercedes-benz,amg gt,amg gt roadster
mercedes-benz,amg gt,amg gt s
mercedes-benz,amg gt,amg gt s coupe
mercedes-benz,b-class electric drive,b-class electric drive
mercedes-benz,b-class electric drive,b250e
mercedes-benz,c-class,amg c43 4matic
mercedes-benz,c-class,amg c43 4matic convertible
mercedes-benz,c-class,amg c43 4matic coupe
mercedes-benz,c-class,amg c63
mercedes-benz,c-class,amg c63 convertible
mercedes-benz,c-class,amg c63 coupe
mercedes-benz,c-class,amg c63 s
mercedes-benz,c-class,amg c63 s convertible
mercedes-benz,c-class,amg c63 s coupe
mercedes-benz,c-class,c180
mercedes-benz,c-class,c200
mercedes-benz,c-class,c220
mercedes-benz,c-class,c230
mercedes-benz,c-class,c240
mercedes-benz,c-class,c240
mercedes-benz,c-class,c250
